product_id,product_name,brand,category,price,discount_price,discount_percent,rating,reviews_count,skin_type,year,sales_count,revenue,wishlist_count,delivery_days,stock_status
1309,Nivea Skincare Product,Nivea,Skincare,1512,1209.6,20,4.0,2388.0,,2025,2158,3262896,938,7,In Stock
1310,Himalaya Haircare Product,Himalaya,Haircare,712,605.2,15,4.0,,,2025,4118,2932016,1628,6,Out of Stock
1311,Minimalist Makeup Product,Minimalist,Makeup,281,224.8,20,3.6,1616.0,,2024,988,277628,639,1,In Stock
1312,Mamaearth Skincare Product,Mamaearth,Skincare,1008,907.2,10,4.0,1997.0,,2025,4855,4893840,1987,1,Out of Stock
1313,Maybelline Skincare Product,Maybelline,Skincare,505,404.0,20,3.6,1935.0,,2024,856,432280,511,7,In Stock
1314,Nivea Makeup Product,Nivea,Makeup,716,572.8,20,4.3,2053.0,,2025,1513,1083308,654,2,In Stock
1315,Nivea Makeup Product,Nivea,Makeup,1015,913.5,10,4.0,1492.0,,2024,3465,3516975,2186,3,Out of Stock
1316,Nykaa Makeup Product,Nykaa,Makeup,1518,1214.4,20,4.0,2199.0,Combination,2025,60,91080,42,5,In Stock
1317,Biotique Makeup Product,Biotique,Makeup,684,581.4,15,4.1,1811.0,,2024,1918,1311912,1321,4,In Stock
1318,Maybelline Haircare Product,Maybelline,Haircare,290,203.0,30,3.5,,,2024,4917,1425930,3345,7,Out of Stock
1319,Nykaa Haircare Product,Nykaa,Haircare,314,219.8,30,,1438.0,Combination,2025,934,293276,367,6,In Stock
1320,L'Oreal Skincare Product,L'Oreal,Skincare,285,242.25,15,3.5,1883.0,,2024,3614,1029990,1243,7,Out of Stock
1321,Dove Makeup Product,Dove,Makeup,285,242.25,15,3.4,1964.0,,2025,1439,410115,934,4,In Stock
1322,Nivea Skincare Product,Nivea,Skincare,991,792.8,20,3.9,1821.0,,2025,3451,3419941,1670,4,Out of Stock
1323,Biotique Haircare Product,Biotique,Haircare,290,246.5,15,3.7,2169.0,,2024,4371,1267590,2256,6,Out of Stock
1324,Nivea Skincare Product,Nivea,Skincare,1509,1282.65,15,4.3,,,2024,874,1318866,275,6,In Stock
1325,Dove Skincare Product,Dove,Skincare,517,387.75,25,3.9,1593.0,,2025,2315,1196855,994,1,In Stock
1326,L'Oreal Skincare Product,L'Oreal,Skincare,1515,1363.5,10,4.4,2151.0,,2024,986,1493790,312,4,In Stock
1327,L'Oreal Makeup Product,L'Oreal,Makeup,1515,1287.75,15,4.2,1752.0,,2024,2850,4317750,2107,5,In Stock
1328,Dove Makeup Product,Dove,Makeup,1504,1353.6,10,4.4,1526.0,,2024,2603,3914912,1097,5,In Stock
1329,Biotique Haircare Product,Biotique,Haircare,1517,1289.45,15,,1925.0,,2025,3895,5908715,2253,2,Out of Stock
1330,Biotique Makeup Product,Biotique,Makeup,315,220.5,30,3.6,1193.0,,2024,1846,581490,589,7,In Stock
1331,Mamaearth Makeup Product,Mamaearth,Makeup,311,279.9,10,3.4,1682.0,,2025,103,32033,65,6,In Stock
1332,L'Oreal Makeup Product,L'Oreal,Makeup,989,890.1,10,4.0,1201.0,,2025,776,767464,358,1,In Stock
1333,L'Oreal Skincare Product,L'Oreal,Skincare,281,238.85,15,3.8,1652.0,,2025,2786,782866,2086,5,In Stock
1334,Mamaearth Haircare Product,Mamaearth,Haircare,300,210.0,30,3.7,1357.0,,2024,3220,966000,2395,3,Out of Stock
1335,Maybelline Makeup Product,Maybelline,Makeup,1482,1111.5,25,4.2,1860.0,,2024,1963,2909166,908,1,In Stock
1336,Minimalist Skincare Product,Minimalist,Skincare,1503,1277.55,15,4.2,1844.0,,2025,1646,2473938,1235,1,In Stock
1337,Lakme Haircare Product,Lakme,Haircare,995,696.5,30,4.0,,,2025,1964,1954180,1567,5,In Stock
1338,Maybelline Skincare Product,Maybelline,Skincare,703,562.4,20,3.9,1593.0,,2025,2516,1768748,1793,3,In Stock
1339,Nivea Haircare Product,Nivea,Haircare,305,213.5,30,3.6,2151.0,,2025,2787,850035,2013,2,In Stock
1340,L'Oreal Haircare Product,L'Oreal,Haircare,708,566.4,20,3.7,1635.0,,2024,899,636492,381,5,In Stock
1341,Nivea Skincare Product,Nivea,Skincare,1007,805.6,20,4.2,2571.0,,2024,2159,2174113,1270,3,In Stock
1342,Lakme Makeup Product,Lakme,Makeup,301,225.75,25,3.7,1296.0,,2025,52,15652,17,1,In Stock
1343,Dove Makeup Product,Dove,Makeup,488,414.8,15,3.8,1436.0,,2024,4305,2100840,1495,3,Out of Stock
1344,Minimalist Makeup Product,Minimalist,Makeup,1001,800.8,20,3.8,2003.0,,2024,4119,4123119,3292,1,Out of Stock
1345,Maybelline Skincare Product,Maybelline,Skincare,284,241.4,15,3.5,1892.0,,2024,4926,1398984,2282,7,Out of Stock
1346,L'Oreal Makeup Product,L'Oreal,Makeup,1493,1269.05,15,4.1,1527.0,,2025,942,1406406,634,5,In Stock
1347,Nivea Makeup Product,Nivea,Makeup,1484,1187.2,20,4.5,1950.0,,2024,2080,3086720,1462,6,In Stock
1348,Himalaya Skincare Product,Himalaya,Skincare,990,792.0,20,4.2,1601.0,,2025,3210,3177900,2340,5,Out of Stock
1349,Dove Skincare Product,Dove,Skincare,714,535.5,25,4.0,1826.0,,2025,2426,1732164,1937,7,In Stock
1350,Maybelline Makeup Product,Maybelline,Makeup,302,271.8,10,3.7,1991.0,,2024,4725,1426950,1988,4,Out of Stock
1351,Nivea Haircare Product,Nivea,Haircare,288,216.0,25,3.4,1893.0,,2024,1983,571104,634,4,In Stock
1352,Nivea Haircare Product,Nivea,Haircare,709,567.2,20,3.9,1511.0,,2025,1430,1013870,723,4,In Stock
1353,L'Oreal Skincare Product,L'Oreal,Skincare,1506,1280.1,15,4.0,1707.0,,2024,3731,5618886,1361,5,Out of Stock
1354,Lakme Makeup Product,Lakme,Makeup,502,426.7,15,3.7,1295.0,,2024,1340,672680,417,2,In Stock
1355,Nykaa Haircare Product,Nykaa,Haircare,485,412.25,15,3.8,2261.0,Oily,2025,1690,819650,811,5,In Stock
1356,Dove Makeup Product,Dove,Makeup,297,252.45,15,,1636.0,,2024,2732,811404,1890,7,In Stock
1357,Minimalist Skincare Product,Minimalist,Skincare,1502,1126.5,25,4.5,1654.0,,2024,1037,1557574,604,7,In Stock
1358,Himalaya Haircare Product,Himalaya,Haircare,479,431.1,10,3.9,1882.0,,2025,1268,607372,578,6,In Stock
1359,L'Oreal Haircare Product,L'Oreal,Haircare,702,526.5,25,3.6,1937.0,,2024,1405,986310,881,3,In Stock
1360,Mamaearth Haircare Product,Mamaearth,Haircare,480,432.0,10,3.8,1646.0,,2024,4315,2071200,1795,5,Out of Stock
1361,Mamaearth Makeup Product,Mamaearth,Makeup,707,494.9,30,3.4,1895.0,,2024,4666,3298862,1433,5,Out of Stock
1362,Nivea Makeup Product,Nivea,Makeup,506,354.2,30,3.6,1743.0,,2025,4185,2117610,2854,1,Out of Stock
1363,Maybelline Makeup Product,Maybelline,Makeup,692,519.0,25,4.1,1999.0,,2024,1610,1114120,985,7,In Stock
1364,Nykaa Skincare Product,Nykaa,Skincare,510,433.5,15,3.5,2109.0,Oily,2025,1468,748680,999,1,In Stock
1365,Himalaya Haircare Product,Himalaya,Haircare,480,432.0,10,4.1,1957.0,,2024,1004,481920,320,1,In Stock
1366,Minimalist Makeup Product,Minimalist,Makeup,1005,904.5,10,4.2,1752.0,,2024,1033,1038165,742,5,In Stock
1367,Minimalist Haircare Product,Minimalist,Haircare,287,215.25,25,4.0,1968.0,,2025,1024,293888,624,2,In Stock
1368,Biotique Haircare Product,Biotique,Haircare,1482,1333.8,10,4.4,1585.0,,2024,4183,6199206,2433,3,Out of Stock
1369,Himalaya Skincare Product,Himalaya,Skincare,1017,915.3,10,4.1,1579.0,,2024,4022,4090374,2462,3,Out of Stock
1370,Nykaa Skincare Product,Nykaa,Skincare,1494,1344.6,10,4.5,2009.0,Oily,2025,963,1438722,705,7,In Stock
1371,Lakme Skincare Product,Lakme,Skincare,1511,1284.35,15,4.2,2251.0,,2025,4599,6949089,2729,6,Out of Stock
1372,Lakme Skincare Product,Lakme,Skincare,488,366.0,25,4.0,2095.0,,2025,86,41968,50,7,In Stock
1373,Nykaa Haircare Product,Nykaa,Haircare,1496,1047.2,30,4.5,1963.0,Dry,2024,3437,5141752,2733,2,Out of Stock
1374,Nykaa Makeup Product,Nykaa,Makeup,1488,1339.2,10,4.2,2137.0,Combination,2024,1761,2620368,1194,2,In Stock
1375,Nivea Makeup Product,Nivea,Makeup,683,614.7,10,3.9,1475.0,,2024,3070,2096810,1599,3,Out of Stock
1376,L'Oreal Haircare Product,L'Oreal,Haircare,1003,802.4,20,4.1,2177.0,,2025,845,847535,552,4,In Stock
1377,Nykaa Skincare Product,Nykaa,Skincare,311,248.8,20,3.5,1745.0,Combination,2025,4086,1270746,2020,1,Out of Stock
1378,Minimalist Skincare Product,Minimalist,Skincare,507,430.95,15,3.7,1971.0,,2025,4738,2402166,1963,1,Out of Stock
1379,Lakme Makeup Product,Lakme,Makeup,1506,1129.5,25,4.0,1928.0,,2025,3161,4760466,1891,3,Out of Stock
1380,Lakme Makeup Product,Lakme,Makeup,718,610.3,15,3.6,1797.0,,2024,1374,986532,1049,7,In Stock
1381,Minimalist Skincare Product,Minimalist,Skincare,317,221.9,30,3.3,1670.0,,2024,367,116339,280,2,In Stock
1382,Nykaa Skincare Product,Nykaa,Skincare,1498,1273.3,15,4.3,2187.0,Combination,2024,2446,3664108,1151,7,In Stock
1383,Minimalist Skincare Product,Minimalist,Skincare,1488,1116.0,25,3.9,1508.0,,2025,2212,3291456,1247,6,In Stock
1384,Lakme Skincare Product,Lakme,Skincare,306,214.2,30,3.7,1461.0,,2025,2795,855270,1134,4,In Stock
1385,Minimalist Skincare Product,Minimalist,Skincare,1492,1193.6,20,4.0,2210.0,,2025,1641,2448372,1309,3,In Stock
1386,Mamaearth Skincare Product,Mamaearth,Skincare,1509,1358.1,10,4.2,2316.0,,2024,3161,4769949,2498,1,Out of Stock
1387,Himalaya Skincare Product,Himalaya,Skincare,1491,1192.8,20,4.3,1734.0,,2025,3980,5934180,2486,5,Out of Stock
1388,Himalaya Skincare Product,Himalaya,Skincare,280,196.0,30,3.7,1539.0,,2024,2046,572880,1436,7,In Stock
1389,Minimalist Skincare Product,Minimalist,Skincare,503,402.4,20,3.7,2296.0,,2025,1362,685086,895,2,In Stock
1390,Lakme Skincare Product,Lakme,Skincare,512,409.6,20,3.9,2026.0,,2024,1335,683520,796,5,In Stock
1391,Mamaearth Haircare Product,Mamaearth,Haircare,480,408.0,15,3.5,1714.0,,2025,4361,2093280,1424,6,Out of Stock
1392,L'Oreal Makeup Product,L'Oreal,Makeup,286,243.1,15,3.6,1454.0,,2025,2433,695838,1283,3,In Stock
1393,Mamaearth Makeup Product,Mamaearth,Makeup,483,410.55,15,3.6,,,2025,3289,1588587,2096,7,Out of Stock
1394,L'Oreal Skincare Product,L'Oreal,Skincare,698,523.5,25,3.6,1066.0,,2025,2189,1527922,1398,1,In Stock
1395,Himalaya Makeup Product,Himalaya,Makeup,1484,1113.0,25,4.3,1904.0,,2024,1754,2602936,853,7,In Stock
1396,Nykaa Skincare Product,Nykaa,Skincare,284,198.8,30,3.4,1920.0,Combination,2024,412,117008,317,4,In Stock
1397,Dove Skincare Product,Dove,Skincare,685,582.25,15,3.9,1680.0,,2024,2654,1817990,1018,5,In Stock
1398,Biotique Skincare Product,Biotique,Skincare,514,359.8,30,3.5,1372.0,,2024,1766,907724,971,4,In Stock
1399,Nykaa Haircare Product,Nykaa,Haircare,306,214.2,30,3.5,1701.0,Combination,2024,4501,1377306,2905,6,Out of Stock
1400,Himalaya Haircare Product,Himalaya,Haircare,1510,1283.5,15,4.2,2175.0,,2024,4336,6547360,2812,1,Out of Stock
1401,Maybelline Haircare Product,Maybelline,Haircare,516,438.6,15,3.9,1548.0,,2025,3788,1954608,2364,5,Out of Stock
1402,Maybelline Haircare Product,Maybelline,Haircare,288,216.0,25,3.8,1744.0,,2024,2519,725472,1102,6,In Stock
1403,Biotique Haircare Product,Biotique,Haircare,692,519.0,25,3.7,1621.0,,2025,4845,3352740,1831,4,Out of Stock
1404,Dove Makeup Product,Dove,Makeup,489,342.3,30,3.1,2057.0,,2024,606,296334,374,4,In Stock
1405,Maybelline Makeup Product,Maybelline,Makeup,992,843.2,15,3.8,1747.0,,2025,875,868000,524,5,In Stock
1406,L'Oreal Makeup Product,L'Oreal,Makeup,496,446.4,10,3.6,1534.0,,2025,2858,1417568,1113,1,In Stock
1407,Nykaa Makeup Product,Nykaa,Makeup,986,788.8,20,4.1,1636.0,Dry,2025,4571,4507006,2982,4,Out of Stock
1408,Nykaa Makeup Product,Nykaa,Makeup,687,480.9,30,3.9,1959.0,All,2024,2769,1902303,1460,3,In Stock
1409,Nivea Skincare Product,Nivea,Skincare,686,514.5,25,3.9,2009.0,,2025,3558,2440788,2255,6,Out of Stock
1410,Nykaa Makeup Product,Nykaa,Makeup,1005,703.5,30,4.4,2071.0,Dry,2024,3791,3809955,2724,5,Out of Stock
1411,Nykaa Haircare Product,Nykaa,Haircare,990,891.0,10,4.2,2259.0,All,2024,1624,1607760,625,2,In Stock
1412,Maybelline Skincare Product,Maybelline,Skincare,491,368.25,25,3.6,1697.0,,2024,4048,1987568,1253,2,Out of Stock
1413,L'Oreal Skincare Product,L'Oreal,Skincare,980,833.0,15,3.8,,,2024,2179,2135420,1502,1,In Stock
1414,Himalaya Haircare Product,Himalaya,Haircare,311,217.7,30,3.8,1653.0,,2024,2453,762883,1483,3,In Stock
1415,Dove Skincare Product,Dove,Skincare,1494,1269.9,15,,1799.0,,2025,3379,5048226,2195,4,Out of Stock
1416,Lakme Haircare Product,Lakme,Haircare,981,686.7,30,3.9,2109.0,,2024,638,625878,458,2,In Stock
1417,Lakme Skincare Product,Lakme,Skincare,711,568.8,20,4.2,1626.0,,2024,2062,1466082,1446,1,In Stock
1418,Biotique Makeup Product,Biotique,Makeup,293,219.75,25,3.7,1513.0,,2024,1597,467921,1246,6,In Stock
1419,Maybelline Haircare Product,Maybelline,Haircare,289,202.3,30,3.8,1919.0,,2024,344,99416,195,3,In Stock
1420,Himalaya Makeup Product,Himalaya,Makeup,297,252.45,15,4.0,1821.0,,2024,2035,604395,1107,3,In Stock
1421,Maybelline Makeup Product,Maybelline,Makeup,287,243.95,15,3.9,1757.0,,2024,3167,908929,1586,7,Out of Stock
1422,Nivea Haircare Product,Nivea,Haircare,1503,1052.1,30,4.2,1797.0,,2025,1740,2615220,655,1,In Stock
1423,Dove Skincare Product,Dove,Skincare,996,896.4,10,4.4,1762.0,,2025,1186,1181256,695,1,In Stock
1424,Minimalist Haircare Product,Minimalist,Haircare,305,274.5,10,3.7,1614.0,,2025,2114,644770,927,7,In Stock
1425,Nivea Haircare Product,Nivea,Haircare,707,565.6,20,3.6,1960.0,,2024,4505,3185035,3426,4,Out of Stock
1426,Minimalist Skincare Product,Minimalist,Skincare,317,269.45,15,3.7,,,2024,4845,1535865,2866,1,Out of Stock
1427,Maybelline Makeup Product,Maybelline,Makeup,1494,1344.6,10,4.2,1942.0,,2025,4593,6861942,2739,7,Out of Stock
1428,L'Oreal Skincare Product,L'Oreal,Skincare,979,832.15,15,4.0,2550.0,,2024,4820,4718780,2301,4,Out of Stock
1429,Mamaearth Skincare Product,Mamaearth,Skincare,682,613.8,10,3.7,1974.0,,2025,1057,720874,344,4,In Stock
1430,Biotique Haircare Product,Biotique,Haircare,289,216.75,25,,1295.0,,2025,2564,740996,809,5,In Stock
1431,Minimalist Haircare Product,Minimalist,Haircare,687,583.95,15,3.8,,,2025,3576,2456712,1829,3,Out of Stock
1432,L'Oreal Haircare Product,L'Oreal,Haircare,1010,909.0,10,3.9,1875.0,,2025,4731,4778310,1619,6,Out of Stock
1433,Nykaa Makeup Product,Nykaa,Makeup,686,480.2,30,4.0,1814.0,Combination,2024,1297,889742,782,3,In Stock
1434,Maybelline Skincare Product,Maybelline,Skincare,308,261.8,15,3.6,2016.0,,2025,3952,1217216,2926,3,Out of Stock
1435,Lakme Haircare Product,Lakme,Haircare,304,258.4,15,3.6,1711.0,,2025,1485,451440,1101,5,In Stock
1436,Nivea Haircare Product,Nivea,Haircare,994,695.8,30,4.1,1520.0,,2025,621,617274,390,4,In Stock
1437,Mamaearth Makeup Product,Mamaearth,Makeup,686,583.1,15,3.9,1754.0,,2024,2432,1668352,986,4,In Stock
1438,L'Oreal Skincare Product,L'Oreal,Skincare,286,214.5,25,3.8,1583.0,,2025,1295,370370,947,1,In Stock
1439,Biotique Haircare Product,Biotique,Haircare,1010,909.0,10,4.3,1977.0,,2024,2134,2155340,1585,5,In Stock
1440,Maybelline Skincare Product,Maybelline,Skincare,993,695.1,30,4.4,1809.0,,2024,327,324711,130,1,In Stock
1441,Dove Skincare Product,Dove,Skincare,1502,1201.6,20,3.9,2064.0,,2025,1937,2909374,1295,5,In Stock
1442,Nivea Skincare Product,Nivea,Skincare,305,228.75,25,4.0,1765.0,,2024,4629,1411845,2051,1,Out of Stock
1443,Nivea Makeup Product,Nivea,Makeup,295,221.25,25,3.4,1329.0,,2025,1315,387925,922,2,In Stock
1444,Nivea Makeup Product,Nivea,Makeup,1496,1346.4,10,4.1,1527.0,,2024,4876,7294496,3894,7,Out of Stock
1445,Himalaya Skincare Product,Himalaya,Skincare,488,414.8,15,3.7,2031.0,,2025,1090,531920,343,3,In Stock
1446,Minimalist Haircare Product,Minimalist,Haircare,1481,1258.85,15,4.1,1964.0,,2024,967,1432127,723,3,In Stock
1447,Mamaearth Skincare Product,Mamaearth,Skincare,1490,1117.5,25,4.1,1922.0,,2024,935,1393150,571,6,In Stock
1448,Dove Haircare Product,Dove,Haircare,1518,1138.5,25,4.3,2276.0,,2024,2802,4253436,2204,7,In Stock
1449,Biotique Haircare Product,Biotique,Haircare,508,457.2,10,3.7,1642.0,,2025,71,36068,37,4,In Stock
1450,Biotique Makeup Product,Biotique,Makeup,496,421.6,15,4.1,1683.0,,2025,4619,2291024,3342,6,Out of Stock
1451,Lakme Haircare Product,Lakme,Haircare,487,438.3,10,3.8,1618.0,,2025,3241,1578367,1073,2,Out of Stock
1452,L'Oreal Makeup Product,L'Oreal,Makeup,1012,910.8,10,4.2,2087.0,,2025,2403,2431836,1123,6,In Stock
1453,Minimalist Skincare Product,Minimalist,Skincare,1499,1349.1,10,4.5,1508.0,,2025,4849,7268651,1617,3,Out of Stock
1454,Lakme Makeup Product,Lakme,Makeup,1009,706.3,30,3.9,1942.0,,2025,736,742624,579,4,In Stock
1455,Minimalist Makeup Product,Minimalist,Makeup,693,519.75,25,4.0,1530.0,,2025,334,231462,236,2,In Stock
1456,Nivea Makeup Product,Nivea,Makeup,496,372.0,25,3.2,1633.0,,2025,4861,2411056,3530,3,Out of Stock
1457,Mamaearth Makeup Product,Mamaearth,Makeup,684,513.0,25,3.9,1699.0,,2024,3797,2597148,2919,7,Out of Stock
1458,Maybelline Skincare Product,Maybelline,Skincare,690,552.0,20,4.1,1618.0,,2024,812,560280,278,1,In Stock
1459,Minimalist Makeup Product,Minimalist,Makeup,702,596.7,15,3.9,1874.0,,2025,2478,1739556,1221,5,In Stock
1460,Mamaearth Skincare Product,Mamaearth,Skincare,514,436.9,15,3.7,1500.0,,2024,2557,1314298,857,2,In Stock
1461,Nykaa Skincare Product,Nykaa,Skincare,988,889.2,10,4.0,2023.0,Combination,2024,78,77064,31,4,In Stock
1462,Biotique Haircare Product,Biotique,Haircare,303,272.7,10,3.7,1680.0,,2025,956,289668,396,6,In Stock
1463,Biotique Haircare Product,Biotique,Haircare,703,597.55,15,3.6,1726.0,,2024,3154,2217262,1685,7,Out of Stock
1464,Maybelline Skincare Product,Maybelline,Skincare,682,613.8,10,3.8,1303.0,,2025,4049,2761418,1758,6,Out of Stock
1465,Mamaearth Makeup Product,Mamaearth,Makeup,497,422.45,15,3.7,1887.0,,2025,3044,1512868,1066,2,Out of Stock
1466,Nykaa Makeup Product,Nykaa,Makeup,1509,1207.2,20,4.5,1750.0,Combination,2024,2556,3857004,980,7,In Stock
1467,Mamaearth Skincare Product,Mamaearth,Skincare,501,350.7,30,3.5,1709.0,,2025,4715,2362215,1761,4,Out of Stock
1468,Mamaearth Skincare Product,Mamaearth,Skincare,1005,804.0,20,4.0,1719.0,,2024,3659,3677295,2877,2,Out of Stock
1469,Lakme Skincare Product,Lakme,Skincare,1489,1116.75,25,4.4,1785.0,,2024,3603,5364867,2448,4,Out of Stock
1470,Biotique Skincare Product,Biotique,Skincare,1487,1263.95,15,4.2,1832.0,,2025,1503,2234961,1178,6,In Stock
1471,Nykaa Skincare Product,Nykaa,Skincare,1517,1137.75,25,4.4,1779.0,Dry,2024,4883,7407511,2538,3,Out of Stock
1472,Dove Skincare Product,Dove,Skincare,981,833.85,15,4.3,2107.0,,2025,3406,3341286,1495,7,Out of Stock
1473,Nykaa Skincare Product,Nykaa,Skincare,1516,1212.8,20,4.8,1493.0,Dry,2025,565,856540,395,1,In Stock
1474,Minimalist Skincare Product,Minimalist,Skincare,282,197.4,30,3.9,1713.0,,2024,88,24816,40,3,In Stock
1475,Dove Haircare Product,Dove,Haircare,688,550.4,20,3.7,1761.0,,2025,3392,2333696,1525,1,Out of Stock
1476,Lakme Makeup Product,Lakme,Makeup,499,349.3,30,3.6,2044.0,,2025,936,467064,389,6,In Stock
1477,Biotique Haircare Product,Biotique,Haircare,284,198.8,30,3.9,1532.0,,2025,2894,821896,1055,7,In Stock
1478,Biotique Makeup Product,Biotique,Makeup,1505,1279.25,15,3.9,1209.0,,2025,2254,3392270,965,3,In Stock
1479,L'Oreal Haircare Product,L'Oreal,Haircare,483,410.55,15,3.8,1860.0,,2024,1148,554484,548,3,In Stock
1480,Nivea Skincare Product,Nivea,Skincare,488,414.8,15,3.6,2286.0,,2024,1873,914024,1193,2,In Stock
1481,Maybelline Makeup Product,Maybelline,Makeup,1479,1331.1,10,4.5,2484.0,,2025,3251,4808229,1076,5,Out of Stock
1482,Nivea Skincare Product,Nivea,Skincare,491,392.8,20,3.8,2070.0,,2024,3205,1573655,1298,6,Out of Stock
1483,L'Oreal Makeup Product,L'Oreal,Makeup,308,277.2,10,3.3,1770.0,,2024,3143,968044,2214,4,Out of Stock
1484,Dove Haircare Product,Dove,Haircare,290,203.0,30,3.7,1902.0,,2024,3580,1038200,1336,6,Out of Stock
1485,Lakme Haircare Product,Lakme,Haircare,303,272.7,10,,1350.0,,2024,3828,1159884,1804,4,Out of Stock
1486,Biotique Haircare Product,Biotique,Haircare,1480,1332.0,10,4.2,1527.0,,2024,2946,4360080,2157,7,In Stock
1487,Lakme Skincare Product,Lakme,Skincare,995,895.5,10,3.9,2035.0,,2024,3503,3485485,1322,4,Out of Stock
1488,Mamaearth Skincare Product,Mamaearth,Skincare,995,845.75,15,4.0,1451.0,,2024,3561,3543195,1215,1,Out of Stock
1489,Dove Skincare Product,Dove,Skincare,294,235.2,20,3.5,1644.0,,2025,1038,305172,562,4,In Stock
1490,Nivea Makeup Product,Nivea,Makeup,1494,1269.9,15,4.4,,,2025,4166,6224004,1879,4,Out of Stock
1491,Himalaya Makeup Product,Himalaya,Makeup,995,895.5,10,3.7,1607.0,,2025,4076,4055620,2371,2,Out of Stock
1492,Lakme Haircare Product,Lakme,Haircare,705,599.25,15,3.6,1937.0,,2025,4229,2981445,2968,3,Out of Stock
1493,Himalaya Skincare Product,Himalaya,Skincare,1009,908.1,10,4.0,1452.0,,2025,1732,1747588,638,6,In Stock
1494,Nykaa Skincare Product,Nykaa,Skincare,289,231.2,20,,908.0,Oily,2025,4715,1362635,2783,6,Out of Stock
1495,Himalaya Makeup Product,Himalaya,Makeup,705,493.5,30,3.9,1620.0,,2024,4013,2829165,2218,7,Out of Stock
1496,Dove Haircare Product,Dove,Haircare,304,258.4,15,3.5,1431.0,,2024,983,298832,365,7,In Stock
1497,Lakme Skincare Product,Lakme,Skincare,1014,811.2,20,4.0,2157.0,,2024,3648,3699072,2232,4,Out of Stock
1498,L'Oreal Haircare Product,L'Oreal,Haircare,1487,1040.9,30,4.0,1810.0,,2024,3283,4881821,1434,5,Out of Stock
1499,Minimalist Haircare Product,Minimalist,Haircare,680,578.0,15,,1817.0,,2025,2030,1380400,1104,6,In Stock
1500,Minimalist Makeup Product,Minimalist,Makeup,491,441.9,10,3.6,1567.0,,2024,1905,935355,649,7,In Stock
1501,Mamaearth Skincare Product,Mamaearth,Skincare,991,792.8,20,4.2,2182.0,,2024,3106,3078046,1645,4,Out of Stock
1502,Maybelline Haircare Product,Maybelline,Haircare,501,425.85,15,3.5,2059.0,,2025,842,421842,381,7,In Stock
1503,Nivea Makeup Product,Nivea,Makeup,292,233.6,20,3.5,1197.0,,2025,841,245572,598,1,In Stock
1504,Minimalist Skincare Product,Minimalist,Skincare,1492,1119.0,25,4.4,2058.0,,2024,1859,2773628,610,1,In Stock
1505,Nivea Makeup Product,Nivea,Makeup,304,243.2,20,3.8,2291.0,,2024,2305,700720,1173,7,In Stock
1506,Biotique Makeup Product,Biotique,Makeup,1514,1211.2,20,4.3,1501.0,,2024,3660,5541240,1936,1,Out of Stock
1507,Minimalist Makeup Product,Minimalist,Makeup,482,337.4,30,,1616.0,,2025,1657,798674,1097,7,In Stock
1508,Nykaa Haircare Product,Nykaa,Haircare,1496,1196.8,20,4.1,1650.0,Combination,2024,1034,1546864,607,4,In Stock
1509,Mamaearth Skincare Product,Mamaearth,Skincare,1010,858.5,15,3.8,2388.0,,2024,3726,3763260,2360,2,Out of Stock
1510,L'Oreal Haircare Product,L'Oreal,Haircare,1006,704.2,30,4.0,1453.0,,2025,3430,3450580,2361,5,Out of Stock
1511,Minimalist Skincare Product,Minimalist,Skincare,281,238.85,15,3.9,2148.0,,2025,569,159889,415,4,In Stock
1512,Nykaa Haircare Product,Nykaa,Haircare,479,383.2,20,3.7,1353.0,Dry,2024,640,306560,292,2,In Stock
1513,Lakme Haircare Product,Lakme,Haircare,679,543.2,20,4.1,1839.0,,2025,1100,746900,625,2,In Stock
1514,Minimalist Makeup Product,Minimalist,Makeup,311,233.25,25,3.7,,,2024,3683,1145413,2651,6,Out of Stock
1515,Himalaya Makeup Product,Himalaya,Makeup,992,843.2,15,3.7,2108.0,,2025,4494,4458048,3571,4,Out of Stock
1516,Maybelline Makeup Product,Maybelline,Makeup,701,490.7,30,3.7,1892.0,,2025,1009,707309,751,4,In Stock
1517,Biotique Skincare Product,Biotique,Skincare,1509,1056.3,30,4.2,2130.0,,2024,742,1119678,360,7,In Stock
1518,Minimalist Haircare Product,Minimalist,Haircare,707,530.25,25,,,,2025,3949,2791943,1570,2,Out of Stock
1519,Lakme Skincare Product,Lakme,Skincare,692,519.0,25,3.6,1263.0,,2025,4523,3129916,2463,2,Out of Stock
1520,Biotique Haircare Product,Biotique,Haircare,290,232.0,20,3.3,1984.0,,2025,2996,868840,2009,2,In Stock
1521,L'Oreal Haircare Product,L'Oreal,Haircare,1483,1334.7,10,4.6,2131.0,,2024,576,854208,314,7,In Stock
1522,Dove Skincare Product,Dove,Skincare,988,839.8,15,4.0,1805.0,,2025,3274,3234712,1773,6,Out of Stock
1523,Dove Skincare Product,Dove,Skincare,712,640.8,10,3.8,890.0,,2025,2303,1639736,1656,4,In Stock
1524,L'Oreal Haircare Product,L'Oreal,Haircare,1511,1284.35,15,4.4,1853.0,,2024,3394,5128334,1631,2,Out of Stock
1525,Biotique Haircare Product,Biotique,Haircare,685,479.5,30,4.0,1237.0,,2025,4015,2750275,2930,1,Out of Stock
1526,Nykaa Haircare Product,Nykaa,Haircare,510,357.0,30,3.9,1450.0,All,2024,1925,981750,969,4,In Stock
